Sigla;Nome;Responsável
UNITAU;MATERIAIS ABSORVEDORES DE RADIAÇÃO ELETROMAGNÉTICA;EVANDRO LUIS NOHARA
UNIPAR;INVESTIGAÇÃO DOS EFEITOS TERAPÊUTICOS E DE SEGURANÇA DE PLANTAS MEDICINAIS E SEUS DERIVADOS BIOATIVOS FRENTE A DOENÇAS DOS SISTEMAS CARDIOVASCULAR, ÓSSEO, ENDÓCRINO E GESTACIONAL.;EMERSON LUIZ BOTELHO LOURENCO
UFBA;IMPLANTAÇÃO DO MODELO EXPERIMENTAL PRÉ-CLÍNICO DE DOENÇA DE PARKINSON INDUZIDA POR AMINOCROMO: PROSPECÇÃO FARMACOLÓGICA DE POTENCIAL NEUROPROTETOR DE FLAVONÓIDES EXTRAÍDOS DE PLANTAS DO ESTADO DA BAHIA;SILVIA LIMA COSTA
UNIFESP;Modernização do Ensino de Engenharia;PAULO TADEU DE MELLO LOURENCAO
UFRB;MULTISSERIAÇÃO E TRABALHO DOCENTE: DIFERENÇAS, COTIDIANO ESCOLAR E RITOS DE PASSAGEM;FABIO JOSUE SOUZA DOS SANTOS
BUTANTAN;BIOPROSPECÇÃO DE PROTEINAS DE INTERESSE FARMACOLÓGICO E BIOTECNOLÓGICO NA HEMOLINFA DE LAGARTAS DA FAMÍLIA MEGALOPYGIDAE E SATURNIDAE;RONALDO ZUCATELLI MENDONCA
UNIFESP;Weakly supervised learning for compressed video analysis on retrieval and classification tasks for visual alert;JURANDY GOMES DE ALMEIDA JUNIOR
UFRRJ-NOVA IGUAÇU;Implantação do Sistema Integrado de Centros de Documentação Histórica da UFRRJ (FAPERJ);ALVARO PEREIRA DO NASCIMENTO
UNIFESP;Desenvolvimento de uma Bomba de Infusão de Insulina de Baixo Custo;TATIANA DE SOUSA DA CUNHA UCHIYAMA
UFMS;Potencial nutricional e funcional dos frutos do Cerrado e Pantanal: Bocaiuva no desenvolvimento e caracterização de suplementos alimentares para idosos;FABIANE LA FLOR ZIEGLER SANCHES
FUCAPE-ES;FUCAPE 120% SUSTENTÁVEL;FRANCISCO ANTONIO BEZERRA
FUCAPE-ES;FUCAPE 120% SUSTENTÁVEL;ROZELIA LAURETT
IPT;DESENVOLVIMENTO DE ALGORITMOS PARA SIMULAÇÃO  E CONTROLE APLICADOS A PROCESSOS INDUSTRIAIS;EFRAIM CEKINSKI
IPT;DESENVOLVIMENTO E OTIMIZAÇÃO DE PROCESSOS FERMENTATIVOS E ENZIMÁTICOS;ROSANE APARECIDA MONIZ PICCOLI
IPT;DESENVOLVIMENTO E CARACTERIZAÇÃO DE MATERIAIS DE ENGENHARIA;CATIA FREDERICCI
IPT;SELEÇÃO E MELHORAMENTO GENÉTICO DE MICROORGANISMOS;ELISABETH DE FATIMA PIRES AUGUSTO
IPT;PROCESSOS DE PROTEÇÃO Á CORROSÃO;ZEHBOUR PANOSSIAN
IPT;PROJETO E OTIMIZAÇÃO DE PROCESSOS INDUSTRIAIS;SILAS DERENZO
UFRN;Desenvolvimento de aditivos químicos e sistemas microemulsinados para aplicação em processos de cimentação de poços petrolíferos;JULIO CEZAR DE OLIVEIRA FREITAS
UFRJ;DESENVOLVIMENTO DE PROESSO DE BIODIGESTÃO;VIRIDIANA SANTANA FERREIRA LEITAO
UERJ;UNIDADE DE DESENVOLVIMENTO TECNOLÓGICO LABORATÓRIO MULTIDISCIPLINAR DE SEMIÓTICA (UDT LABSEM);FLAVIO GARCIA QUEIROZ DE MELO
UFMS;Onset of activity and duration of efficacy of Bravecto® against Tunga penetrans in dogs.;FERNANDO DE ALMEIDA BORGES
FSLM;DESENVOLVIMENTO E AVALIAÇÃO DE APARATOLOGIA PARA EXECUÇÃO DE MOVIMENTOS ORTODONTICOS;AGUINALDO SILVA GARCEZ SEGUNDO
UFRJ;TecnoTrilhos;JANAINA CARDOSO DE MELLO
UNICAP;Edital Universal Processo 429948/2016-6 - CONVERSÃO DE RESÍDUOS AGROINDUSTRIAIS POR MUCOR CIRCINELLOIDES NA SÍNTESE DE BIOSSURFACTANTE, QUITINA, QUITOSANA E LIPÍDEOS EM FERMENTAÇÃO SUBMERSA;GALBA MARIA DE CAMPOS TAKAKI
UFMG;SIMULAÇÃO DE DESBASTES EM POVOAMENTOS DE MOGNO AFRICANO NO NORTE DE MINAS GERAIS;CHRISTIAN DIAS CABACINHA
UFRGS;Produção e inovação em carne, pescado e derivados;SAIONARA ARAUJO WAGNER
UNIVÁS;MEDICINA TRADICIONAL CHINESA (MTC): DIAGNÓSTICO PELA OBSERVAÇÃO DA LÍNGUA;JOSE DIAS DA SILVA NETO
UFSJ;Cadeira de Rodas Inteligente;EDUARDO BENTO PEREIRA
UFPR;ESTUDO DA PROTEÍNA TCTP EM MODELOS DE MELANOMA MURINO: AVALIAÇÃO DA APLICAÇÃO BIOTECNOLÓGICA DA TOXINA LOXOSCÉLICA LITCTP;ANDREA SENFF RIBEIRO
UFPR;PAPEL DE POLIMORFISMOS GENÉTICOS NA TENDINOPATIA PRIMÁRIA DO TIBIAL POSTERIOR;MARIA CRISTINA LEME GODOY DOS SANTOS
UFPR;DESENVOLVIMENTO DE ANTÍGENOS RECOMBINANTES PARA SEREM USADOS EM TESTES DIAGNÓSTICOS DE DOENÇAS VIRAIS AVIÁRIAS;DANIELA PARADA PAVONI
UFPR;DESENVOLVIMENTO DE ANTÍGENOS RECOMBINANTES DO VÍRUS DA RUBÉOLA PARA APLICAÇÃO DIAGNÓSTICA;MARCO AURELIO KRIEGER
UFPR;IDENTIFICAÇÃO, CLONAGEM, EXPRESSÃO HETERÓLOGA E AVALIAÇÃO BIOLÓGICA DE UMA NOVA TOXINA DA FAMÍLIA DAS TCTPS NO VENENO DA ARANHA MARROM (L. INTERMEDIA).;ANDREA SENFF RIBEIRO
USP;Fábrica do Futuro 4.0;EDUARDO DE SENZI ZANCUL
UFPR;DESENVOLVIMENTO DE KIT DIDÁTICO DE MINIFOGUETES PARA DIFUSÃO E POPULARIZAÇÃO DA ASTRONÁUTICA;CARLOS HENRIQUE MARCHI
UFPR;MATERIAIS APLICADOS A SISTEMAS ELÉTRICOS;DANTE HOMERO MOSCA JUNIOR
UEMA;AGRICULTURA NUTRITIVA: biofortificação de variedades de feijão-caupi na melhoria da qualidade alimentar e como incremento de renda;ANTONIA ALICE COSTA RODRIGUES
UFPR;MICROPROPAGAÇÃO DE TECIDOS VEGETAIS POR EMBRIOGÊNESE SOMÁTICA EM DIFERENTES MODELOS DE BIORREATORES;CARLOS RICARDO SOCCOL
UFSC;CAMPI - Centro de Pesquisas Ambientais e Agroveterinárias;LEOCIR JOSE WELTER
UFPEL;Produção de glitter biodegradável a base de poli3hidroxibutirato;PATRICIA DIAZ DE OLIVEIRA
UEL;DRUG DISCOVERY FOR TROPICAL DISEASES: SYNTHESIS OF BIOACTIVE NATURAL COMPOUNDS AND ANALOGS USING COMBINATORIAL TECHNOLOGIES.;CELSO VATARU NAKAMURA
UEL;DESENVOLVIMENTO DE JOGOS E AMBIENTES VIRTUAIS;ALAN SALVANY FELINTO
UFMS;Isolado proteico de produtos naturais do Pantanal: DESENVOLVIMENTO DE PRODUTOS ALIMENTÍCIOS INOVADORES PARA ESPORTISTAS E/OU ATLETAS E SEU IMPACTO NO DESEMPENHO FÍSICO;FABIANE LA FLOR ZIEGLER SANCHES
UTFPR;BEBIDAS FERMENTADAS E NÃO-FERMENTADAS: ELABORAÇÃO E MELHORIA DA QUALIDADE SENSORIAL E PROPRIEDADES BIOATIVAS;LUCIANO LUCCHETTA
UNIOESTE;MÉTODO, PROCESSO E TECNOLOGIA ALTERNATIVA PARA A PURIFICAÇÃO DE BIOGÁS PROVENIENTES DA BIODIGESTÃO ANAERÓBICA DA MATÉRIA ORGÂNICA DE ORIGEM RURAL, URBANA E INDUSTRIAL COM DISPOSITIVO DE TROCA TÉRMICA PARA PRÉ-AQUECIMENTO DE COMBURENTE;CAMILO FREDDY MENDOZA MOREJON
UFRJ;PRODUÇÃO DE GLUCANASES E XILANASES (ULTRAFLO®) POR FERMENTAÇÃO NO ESTADO SÓLIDO (FES) A PARTIR DO RESÍDUO DE MALTE;DENISE MARIA GUIMARAES FREIRE
ILAPEO;Novas metodologias e/ou tecnologias em Implantodontia;GENINHO THOME
FEMPAR;AVALIAÇÃO DA IMUNOLOCALIZAÇÃO DO RECEPTOR DO FOSFATIDIL INOSITOL-3 (IP3R) EM CARCINOMAS BASOCELULAR E DE CÉLULAS ESCAMOSAS DE PELE;ALLAN FERNANDO GIOVANINI
IFS;Cidade Tecnológica Sustentável do IFS;JOSE AUGUSTO ANDRADE FILHO
UFS;DESENVOLVIMENTO DE UM INSTRUMENTO PARA MONITORIZAÇÃO DO PACIENTE EM USO DE HEMOCOMPONENTES;ANGELA MARIA DA SILVA
UFS;TRANSIÇÃO DO CUIDADO HOSPITALAR: AVALIAÇÃO DO PREPARO DOS PACIENTES PARA A CONTINUIDADE DO CUIDADO;FLAVIA JANOLIO COSTACURTA PINTO DA SILVA
UFS;IMPLANTE COCLEAR: ELABORAÇÃO DE UM PLANO DE CUIDADOS PARA REDUÇÃO DE COMPLICAÇÕES  PÓS-OPERATÓRIAS;RICARDO QUEIROZ GURGEL
UFMG;SISTEMA DE LIBERAÇÃO CONTROLADA PARA ANTAGONISTA DO RECEPTOR AT1 DA ANGIOTENSINA II, COMPOSIÇÃO FARMACÊUTICA E SEU USO. 2001, Brasil.;FREDERIC JEAN GEORGES FREZARD
FEMPAR;EXPRESSÃO IMUNOHISTOQUÍMICA DAS PROTEÍNAS CICLINA D1 E C-MYC EM MENINGIOMAS INTRACRANIANO;LUIZ MARTINS COLLACO
UFPR;Desenvolvimento de curativos de quitosana e nanoquitosana para cicatrização de feridas de pele;JULIANA BERNARDI WENZEL
IFES;Produtos Naturais e Biológicos no Controle Agroecológico de Pragas e Doenças Agrícolas;LUCIANO MENINI
FURB;Inovação e sustentabilidade para processos têxteis e valorização de resíduos lignocelulósicos;JURGEN ANDREAUS
USP;REOLOGIA E QUÍMICA DE LIGANTES ASFÁLTICOS E BIOLIGANTES - FERRAMENTAS PARA A COMPREENSÃO DO COMPORTAMENTO MECÂNICO, ENVELHECIMENTO E DETERIORAÇÃO DOS REVESTIMENTOS DE PAVIMENTOS;KAMILLA VASCONCELOS SAVASINI
UFSC;A PRÁTICA SISTÊMICA DO DESIGN EM COMUNIDADES CRIATIVAS;LUIZ FERNANDO GONCALVES DE FIGUEIREDO
UFSC;DESIS - DESIGN DE SERVIÇOS E INOVAÇÃO SOCIAL;LUIZ FERNANDO GONCALVES DE FIGUEIREDO
UFG;Estratégias em nanoescala para o tratamento da candidíase vulvovaginal;ANDRE CORREA AMARAL
UFMG;FORMULAÇÃO TÓPICA DA ANGIOTENSINA-(1-7) PARA A PREVENÇÃO E O TRATAMENTO DA ALOPÉCIA. 2012, Brasil.;FREDERIC JEAN GEORGES FREZARD
SENAI CIMATEC;Desenvolvimento de sensores  para aplicações industriais;VALERIA LOUREIRO DA SILVA
UFAM;INOVAÇÃO EM TECNOLOGIAS PARA PREVENÇÃO DO CÂNCER DE COLO DE ÚTERO;KATIA LUZ TORRES SILVA
UFMG;COMPOSIÇÃO FARMACÊUTICA COMPREENDENDO O PEPTÍDEO ANGIOTENSINA-(1-7) EM CICLODEXTRINA PARA A ANTECIPAÇÃO DA RESOLUÇÃO DA INFLAMAÇÃO E SEU USO. 2014, Brasil.;ROBSON AUGUSTO SOUZA DOS SANTOS
UFMG;TOPICAL FORMULATIONS FOR THE PREVENTION AND TREATMENT OF ALOPECIA AND INHIBITION OF HAIR GROWTH. 2015, Brasil.;ROBSON AUGUSTO SOUZA DOS SANTOS
UFMG;USO DE COMPOSIÇÃO FARMACÊUTICA CONTENDO ALAMANDINA PARA TRATAMENTO DE HIPERTENSÃO E DE FIBROSE CARDÍACA. 2012, Brasil.;ANDERSON JOSE FERREIRA
UFMG;PEPTÍDEO (ARGº)N-ANGIOTENSINA-(1-7) E COMPOSIÇÕES FARMACÊUTICAS PARA TRATAMENTO DE DOENÇAS. 2013, Brasil.;FREDERIC JEAN GEORGES FREZARD
UFRN;Modelo Digital 3D da Gruta Cristal I, Morro do Chapéu-Bahia (CristalDOM);FRANCISCO HILARIO REGO BEZERRA
UFES;Consolidação e Fortalecimento do Incaper-NIT e do processo da transferência tecnológica ao setor produtivo para o incremento de inovações e melhoria da competitividade.;JOSE AIRES VENTURA
UFMG;NANOCOMPÓSITOS FOSFATADOS BIOCOMPATÍVEIS CONTENDO ANTIMÔNIO, PROCESSO DE PREPARAÇÃO E USOS. 2015, Brasil.;JOSE DIAS CORREA JUNIOR
UFAM;Desenvolvimento e avaliação de Teste rápido para diagnóstico de Orthohantavírus;PRITESH JAYCHAND LALWANI
UNIVALI;DESENVOLVIMENTO DE NOVO PRODUTO FITOTERÁPICO ANTI-INFLAMATÓRIO E ANALGÉSICO DE USO TÓPICO CONTENDO SPHAGNETICOLA TRILOBATA (ACMELLA BRASILIENSE, WEDELIA PALUDOSA);RUTH MERI LUCINDA DA SILVA
UNIVALI;DESENVOLVIMENTO DE FORMAS FARMACÊUTICAS E FITCOSMÉTICAS SEMISSÓLIDAS CONTENDO EXTRATO DE ALEURITES MOLUCCANA L.WILD;RUTH MERI LUCINDA DA SILVA
UNIVALI;DESENVOLVIMENTO DE NOVOS FITOTERÁPICOS ANALGÉSICO, ANTI-INFLAMATÓRIO  E ANTIFEBRIL DE USO ORAL A BASE DE ALEURITES MOLUCCANA L. WILLD.;RUTH MERI LUCINDA DA SILVA
UNILASALLE;DESENVOLVIMENTO DE UMA FERRAMENTA ONLINE PARA AVALIAÇÃO E ORIENTAÇÃO SOBRE O RISCO DE QUEDAS;LIDIANE ISABEL FILIPPIN
UNILASALLE;POTENCIAL EFEITO SINÉRGICO DA ASSOCIAÇÃO DO EXERCÍCIO FÍSICO E ANTAGONISTA OPIOIDE EM PACIENTES COM DOR CRÔNICA MUSCULOESQUELÉTICA GENERALIZADA;LICIANE FERNANDES MEDEIROS
UFRGS;INFRA-ESTRUTURA DO LABORATÓRIO DE MICROSSONDA ELETRÔNICA DO INSTITUTO DE GEOCIÊNCIAS DA UFRGS - GEOMISE - CT-INFRA 2009;LEO AFRANEO HARTMANN
UFTM;Implementação e validação de um software integrado de análises filogenômicas, pan-genômicas e de plasticidade genômica bacteriana;SIOMAR DE CASTRO SOARES
UFRGS;DESENVOLVIMENTO, CARACTERIZAÇÃO E AVALIAÇÃO DA VIABILIDADE DE USO DE MATERIAIS COMPÓSITOS AVANÇADOS EM ENGENHARIA;LUIZ CARLOS PINTO DA SILVA FILHO
USP;Rat Relay Américas;EDUARDO DE SENZI ZANCUL
UEL;Autocicatrizacao de materiais cimenticios com adição de bactérias;BERENICE MARTINS TORALLES
UFMG;NANOFIBRAS POLIMÉRICAS CARREGADAS COM BIXINA, PROCESSO DE OBTENÇÃO , COMPOSIÇÃO FARMACÊUTICAS E USOS. 2016, Brasil.;RUBEN DARIO SINISTERRA MILLAN
IFGOIANO;seedwater: models for drying and soaking kinetics of seeds (version 1.0);ANDERSON RODRIGO DA SILVA
UFMG;Composições Farmacêuticas Contendo Poli-Hidroxi-Fulereno e USO. 2011, Brasil.;SILVIA CAROLINA GUATIMOSIM FONSECA
UFRRJ;A Inovação Pedagógica e a Formação de Professores de Geografia: das práticas disciplinares à transdisciplinaridade;CLEZIO DOS SANTOS
UFMG;Principios básicos de Propriedade intelectual e inovação;RUBEN DARIO SINISTERRA MILLAN
CNEN/IPEN;"Macro-projeto: e-Science IPEN - Desenvolvimento e aplicação de técnicas modernas de ""Data Science"" e ""Big Data"", especialmente inteligência artificial e aprendizado de máquina na transformação de dados em conhecimento.";MARIO OLIMPIO DE MENEZES
UFRGS;DESENVOLVIMENTO DE MODELOS E PROTÓTIPOS PARA APOIO À PESQUISA DE MATERIAIS DE FRICÇÃO UTILIZADOS EM FREIOS AUTOMOTIVOS;NEY FRANCISCO FERREIRA
UEPB;Centro de Desenvolvimento Regional, Big Date e Geoprocessamento;ANGELA MARIA CAVALCANTI RAMALHO
UFRGS;GESTÃO DE INOVAÇÃO E TECNOLOGIA;MARCIA ELISA SOARES ECHEVESTE
UFMG;Sistema de mapeamento microscópico de propriedade óticas e elétricas de materiais;JUAN CARLOS GONZALEZ PEREZ
UFMG;Sistema versátil de medição de fotocatálise automatizado e de baixo custo;JUAN CARLOS GONZALEZ PEREZ
UNB;Aplicações da Gestão de Riscos em Instituições Reais;JOAO CARLOS FELIX SOUZA
UFRGS;NÚCLEO DE ESTUDOS EM DESENVOLVIMENTO RURAL SUSTENTÁVEL E MATA ATLÂNTICA (DESMA);GABRIELA PEIXOTO COELHO DE SOUZA
UFRGS;NÚCLEO DE ESTUDOS E PESQUISAS EM SEGURANÇA ALIMENTAR E NUTRICIONAL (NESAN);GABRIELA PEIXOTO COELHO DE SOUZA
UFRGS;FORTALECIMENTO DA REDE ORIENTADA AO DESENVOLVIMENTO DA AGROECOLOGIA;FABIO KESSLER DAL SOGLIO
UFRGS;GRUPO DE PESQUISA EM TECNOLOGIA, MEIO AMBIENTE E SOCIEDADE (TEMAS);JALCIONE PEREIRA DE ALMEIDA
UFRGS;Grupo de Estudos e Pesquisas em Agricultura, Alimentação e Desenvolvimento (GEPAD);SERGIO SCHNEIDER
UFRGS;GRUPO DE PESQUISA INTERDISCIPLINAR EM MEIO AMBIENTE E DESENVOLVIMENTO (GRIMAD);ROBERTO VERDUM
UFRGS;PAGUS - LABORATÓRIO DA PAISAGEM;ROBERTO VERDUM
UFRGS;GRUPO DE ESTUDOS E PESQUISAS EM ALIMENTAÇÃO, CONSUMO E CULTURA (GEPAC);RENATA MENASCHE
SENAI CIMATEC;Metodologia de Desenvolvimento Integrado de Produto e Tecnologia para Inovação.;VALTER ESTEVAO BEAL
UFMG;Sibratec Nano - Nanoantenas Ópticas: Inovação e Escalabilidade;ADO JORIO DE VASCONCELOS
UFMG;MGGrafeno - Produção de grafeno a partir da esfoliação química do grafite natural e aplicações;LUIZ GUSTAVO DE OLIVEIRA LOPES CANCADO
IFFLUMINENSE;Sistemas Distribuídos Automatizados;ROGERIO ATEM DE CARVALHO
UFRGS;TECNOLOGIA CMOS;HENRI IVANOV BOUDINOV
UFRGS;LABORATÓRIO DE ÁUDIO EM COMPUTAÇÃO;MARCELO DE OLIVEIRA JOHANN
UFRGS;GESTÃO CONHECIMENTO, INOVAÇÃO E TECNOLOGIA;CARLA SCHWENGBER TEN CATEN
UFRGS;SUSTENTABILIDADE DE PRODUTOS E PROCESSOS;ISTEFANI CARISIO DE PAULA
UFES;DESENVOLVIMENTO E APLICAÇÃO DE TECNOLOGIAS EM SAÚDE NO SISTEMA DE GESTÃO MUNICIPAL REDE BEM ESTAR DE VITÓRIA-ES;ELIANE DE FATIMA ALMEIDA LIMA
UFES;LABPENF - Laboratório de Projetos de Enfermagem;KARLA DE MELO BATISTA
UFMG;Desenvolvimento e teste de um novo modelo de dispositivo microfluídico para mimetização do microambiente tumoral da Leucemia Linfoide Aguda (LLA);WAGNER NUNES RODRIGUES
UFMG;Nanoantenas Ópticas: Inovação e Escalabilidade;ADO JORIO DE VASCONCELOS
UFRGS;Análise e Diagnóstico Visando a Definição do Modelo de Suprimento de Energia das Lojas Renner Empregando Fontes Limpas e Renováveis de Energia;ADRIANE PRISCO PETRY
UFMG;Avaliação de um cimento experimental a base de hidroxiapatita nanoparticulada no complexo dentino-pulpar;MARIA ESPERANZA CORTES SEGURA
UFMG;Desenvolvimento de linhagens celulares produtoras de biofármacos;CARLOS ALBERTO TAGLIATI
UFMG;TIPS - Technoscientific Issues in the Public Sphere;JURI CASTELFRANCHI
FIOCRUZ;IMPLANTAÇÃO DE MÉTODO ALTERNATIVO PARA POTÊNCIA DE SOROS ANTIVENENOS COM AÇÃO NEUROTROPICA;BRUNO DALLAGIOVANNA MUNIZ
USP-RIBEIRÃO PRETO;DESENVOLVIMENTO DE TECNOLOGIAS E INOVAÇÃO NO CUIDADO EM ENFERMAGEM;LUCIANA MARA MONTI FONSECA
USP-SÃO CARLOS;OBTENÇÃO E CARACTERIZAÇÃO DE BLOCOS DUROS DE  HAP-91® E FIBROÍNA DA SEDA PARA ENXERTO ÓSSEO;SERGIO AKINOBU YOSHIOKA
PUCRS;DESENVOLVIMENTO DE BASE DE DADOS REFERENTE À PROPRIEDADE INTELECTUAL E TECNOLOGIA DE INFORMAÇÃO PARA FORTALECIMENTO DO NÚCLEO DE PROPRIEDADE INTELECTUAL;JORGE LUIS NICOLAS AUDY
UEPB;Pilotos de IoT em Saúde;PAULO EDUARDO E SILVA BARBOSA
UFPR;Manufatura Aditiva (Impressão 3D) na Área da Saúde;SERGIO FERNANDO LAJARIN
PUCRS;DESENVOLVIMENTO DE PROCESSOS INDUSTRIAIS PARA FABRICAÇÃO DE CÉLULAS SOLARES COM PASTA DE ALUMÍNIO;IZETE ZANESCO
UFBA;Webscraping e Humanidades Digitais: Sociologia, História e Ciência Política;LEONARDO FERNANDES NASCIMENTO
UFG;IND4FIBRE - Plataforma para Experimentação de Testes de Alarmes no Âmbito da Indústria 4.0;ROBERTO DA PIEDADE FRANCISCO
UNIFACVEST;Práticas da linguagem: estudos sobre a narrativa e tecnologia;FABIO EDUARDO GRUNEWALD SOARES
UCDB;SELEÇÃO E AVALIAÇÃO DE PEPTÍDEOS ANTIMICROBIANOS CURTOS ATRAVÉS DE LUX-ARRAY PARA DESENVOLVIMENTO DE TERAPIAS CONTRA INFECÇÕES PULMONARES E BIOFILMES BACTERIANOS;OCTAVIO LUIZ FRANCO
UCS;Desenvolvimento de elastômeros de alta performance para a indústria automotiva;JANAINA DA SILVA CRESPO
UNISC;Laboratório Interativo de Criatividade: desenvolvendo ambientes para a inovação;LIANE MAHLMANN KIPPER
UFRJ;RTF-Desenvolver banco de dados de propriedades físicas e químicas para qualificação de cimento Portland tipo CPP e classe G para uso em operações de cimentação de poços de petróleo e banco de dados com propriedades físicas para validação de ... de cimento;ROMILDO DIAS TOLEDO FILHO
UFU;Bacillus thuringiensis geneticamente modificado para o controle de múltiplas pragas do tomateiro.;AULUS ESTEVAO ANJOS DE DEUS BARBOSA
UCS;Computação Cognitiva aplicada à Alfabetização Financeira;CARINE GELTRUDES WEBBER
UFAL;MODELO DE CORRELAÇÃO DE IMAGENS APLICADO À AVALIAÇÃO DO COMPORTAMENTO DE COMPÓSITOS;ALINE DA SILVA RAMOS BARBOZA
UFAL;Instalação, análise e avaliação de sistemas de geração solar fotovoltaica integrados a um sistema supervisório para monitoramento e manutenção da eficiência energética;MARCIO ANDRE ARAUJO CAVALCANTE
UECE;Aprimoramento de formulações à base de água de coco e leite de cabra em pó para a alimentação infantil;ANTONIA DEBORA SALES
UECE;Óleo da copaíba em sistema nanoparticulados: da obtenção dos nanosistema ao estudo de ação cicatrizante.;HERCILIA MARIA LINS ROLIM
UEM;Desenvolvimento de um rastreador solar de baixo custo sem sensores baseado em algoritmos de otimização;GLAUCIO PEDRO DE ALCANTARA
UFGD;SÍNTESE DE TRIOZONÍDEOS A PARTIR DE VEGETAIS E ESTUDOS DE DEGRADAÇÃO FOTOQUÍMICA PARA APLICAÇÕES FARMACÊUTICAS E VETERINÁRIAS;EDUARDO JOSE DE ARRUDA
FIOCRUZ;1503 - Desenvolvimento de software para controle de reagentes em laboratórios do Instituto Nacional de Infectologia Evandro Chagas;ALEXANDRE GOMES VIZZONI
UFG;ESTUDOS PARA A EFICÁCIA DE DETECÇÃO DE DESCARGAS PARCIAIS POR EMISSÃO ACÚSTICA COMO TÉCNICA PREDITIVA DE MANUTENÇÃO EM TRANSFORMADORES DE POTÉNCIA IMERSOS EM ÓLEO ISOLANTE.;CACILDA DE JESUS RIBEIRO
UFSC;FIP Pharmaceutical Workforce Development Hub (WDH): Pharmaceutical Education and new professional practices;SILVANA NAIR LEITE CONTEZINI
UNIFESP;Implantação de Infraestrutura em Engenharia Biomédica na Unifesp para Desenvolvimento de Inovação Tecnológica na Saúde: Tomografia Biomagnética.;CARLOS MARCELO GURJAO DE GODOY
UFMG;Tratamento avançado de água para abastecimento com vistas ao atendimento em situações emergencias;MIRIAM CRISTINA SANTOS AMARAL MORAVIA
UFRGS;Captura e Separação de CO2 e H2S;JAIRTON DUPONT
UFPE;Processos imaginativos e Inovação na Educação Básica;ANA KARINA MOUTINHO LIMA
FGV-SP;Ambev & FGV;CARLOS EDUARDO LOURENCO
USP;SAGA (SERIOUS ACCOUNTING GAMES ACCOLADE);EDGARD BRUNO CORNACCHIONE JUNIOR
UFC;Smart Green Homes;MANUEL PEDRO FERNANDES GRACA
UFBA;SIGR - Sistema Integrado de Gerenciamento de Risco;VANINHA VIEIRA DOS SANTOS
UFBA;MINeração e Análises Sistêmicas de Microbiomas (MIN.A.S Microbiomas);THIAGO LUIZ DE PAULA CASTRO
UNB;CORPOS INFORMÁTICOS;MARIA BEATRIZ DE MEDEIROS
UNB;DESENVOLVIMENTO DE METODOLOGIA PARA A AVALIAÇÃO DE DESEMPENHO DE ESTAÇÕES DE TRATAMENTO DE ÁGUA E DE ESGOTOS NO DISTRITO FEDERAL;
UFBA;Avaliação da atividade de extratos etanólicos e supercríticos de própolis brasileiras sobre Corynebacterium pseudotuberculosis;RICARDO WAGNER DIAS PORTELA
FIOCRUZ;Anticorpo Monoclonal anti-CD20;MARIA DA GLORIA MARTINS TEIXEIRA
USP;Modelo Estratégico de Atuação Regulatória para a Inovação (MEARI): o caso das instituições que atuam em regulação em saúde no Brasil.;EDUARDO MARIO DIAS
USP;Estudo de toxicidade aguda e biodistribuição de nanopartícula paramagnética como contraste em imagens por Ressonância Magnética;CLAUDIA DA COSTA LEITE
USP;Portal cavernoma revascularization in  symptomatic portal hypertension;FRANCISCO CESAR CARNEVALE
UNB;A METÁFORA EM FREUD (1892-1900): DOS ESTUDOS PRÉ-PSICANALÍTICOS A INTERPRETAÇÃO DOS SONHOS;FRANCISCO MOACIR DE MELO CATUNDA MARTINS
USP;Conjucture of Association Models between established organizations and startups for open innovation and open science in the context of a university-sponsored health-focused startup hub;EDUARDO MARIO DIAS
BUTANTAN;IDENTIFICAÇÃO DOS MECANISMOS CELULARES E MOLECULARES ENVOLVIDOS NOS PROCESSOS IMUNOLÓGICOS E INFLAMATÓRIOS DAS TOXINAS DE PEIXES;CARLA LIMA DA SILVA
UFSM;Emprego de energia micro-ondas e energia ultrassom para intensificação do processo de conversão de biomassa e valorização de resíduos;CEZAR AUGUSTO BIZZI
UFV;Desenvolvimento de um formulado vacinal contra leptospirose a partir de antígenos recombinantes quiméricos produzidos em Escherichia coli;GUSTAVO COSTA BRESSAN
FSLM;EFEITO DA APARATOLOGIA ORTODÔNTICA SOBRE OS TECIDOS ORAIS ADJACENTES;AGUINALDO SILVA GARCEZ SEGUNDO
UFSJ;Desenvolvimento de candidato a medicamento de múltipla ação composto  por  nanopartículas  de biossurfactante  e  inibidor  de proteasespara tratamento de COVID-19;PAULO AFONSO GRANJEIRO
FEEVALE;DESENVOLVIMENTO DE FIXAÇÕES FERROVIÁRIAS EM POLÍMERO;VANUSCA DALOSTO JAHNO
UNEB;Face Shield for Life;EDUARDO MANUEL DE FREITAS JORGE
UFLA;Padronização e realização de estudos de segurança de uso de nanomateriais de interesse para o agronegócio.;HUMBERTO DE MELLO BRANDAO
UNESP-JABOTICABAL;Business Plan: Development and Impact of Surface-Disinfectants that Eradicate Pathogens with Light;DAVID FERREIRA LOPES SANTOS
UNISINOS;ITT CHIP - Instituto Tecnológico de semicondutores- Unisinos;ALSONES BALESTRIN
FIOCRUZ;MOLECULAR PATHOGENESIS OF INFLUENZA IN SWINE AND ENGINEERING OF NOVEL RECOMBINANT INFLUENZA VIRUSES;LINDOMAR JOSE PENA
