Ecossistema;Cidade;Link;Estágio de Maturidade;Modelo de Negócio;Segmento;Vertical;Público-alvo;Startup;Ambiente de Inovação
Metropolitana e Litoral Norte;Porto Alegre;https://www.agregabiotec.com/;Validação;Não Informado;Biotecnologia;BioTech;B2C;Agrega Pesquisa e Desenvolvimento em Biotecnologia;IECBIOT UFRGS
Metropolitana e Litoral Norte;Porto Alegre;https://www.agrigolden.com.br/;Crescimento;Transação;Meio Ambiente e Sustentabilidade;AgTech;B2B;AGRIGOLDEN;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://agrokaizen.com.br/;Crescimento;Não Informado;Agronegócio;AgTech;B2B;AgroKAIZEN;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.agropago.com.br/;Crescimento;SaaS;Agronegócio;AgTech;B2B;AGROPAGO;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://www.agrosimples.com;Crescimento;SaaS;Agronegócio;AgTech;B2B2C;AgroSimples Tecnologia;PLATAFORMA
Metropolitana e Litoral Norte;Porto Alegre;https://www.aguiassessoria.com.br/;Crescimento;Não Informado;Consultorias e Treinamentos;RegTech;B2B;Águia Assessoria Comercial;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://aidron.ai;Validação;SaaS;IA (Inteligência Artificial);ITTech;B2B;Aidron;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;http://aio.company;Crescimento;Outros;Outros;Outras;B2B;AIO;TECNOPUC
Metropolitana e Litoral Norte;São Leopoldo;https://www.aiohub.com.br/;Escala;Não Informado;TI (Tecnologia da Informação);RetailTech;B2B;AIOHUB ;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://aioria.com.br/;Crescimento;Não Informado;Software e Cloud;ITTech;B2B;AIORIA SOFTWARE HOUSE;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://airrobotics.com.br/;Não Informado;Não Informado;Robótica;Outras;B2B;AIR ROBOTICS LOCACAO DE DRONES LTDA;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Porto Alegre;https://www.airgo.com.br/;Validação;Transação;Marketing e Publicidade;MarTech;B2C;Airgo;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.airlocker.com.br/;Não Informado;Assinatura;Software e Cloud;Outras;B2B;AIRLOCKER;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Porto Alegre;https://www.cursoakademus.com/;Crescimento;Custo por Aquisição;Educação e Ensino;EdTech;B2B;Akademus Redação;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://alana.ai/;Validação;Não Informado;TI (Tecnologia da Informação);ITTech;B2B;Alana AI;NÃO INFORMADO
Metropolitana e Litoral Norte;Gravataí;https://alertacar.com.br/;Crescimento;SaaS;Automotivo;AutoTech;B2B e B2C;ALERTACAR;PRADOTECH
Metropolitana e Litoral Norte;Porto Alegre;http://www.rssaude.com.br/;Não Informado;Não Informado;Software e Cloud;HealthTech;B2B e B2C;ALFABETIZE-SE EDUCACAO EM SAUDE;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Porto Alegre;https://loja.allprotein.com.br/;Crescimento;E-commerce;Alimentos e Bebidas;Foodtech;B2C;ALL PROTEIN;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;http://allexo.com.br/;Crescimento;SaaS;Engenharia e Indústria Geral;IndTech;B2B;Allexo;VENTIUR
Metropolitana e Litoral Norte;Novo Hamburgo;https://allto.digital/;Crescimento;Não Informado;Software e Cloud;ITTech;B2B;ALLTO DIGITAL;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.aloracosmeticos.com.br;Validação;Custo por Aquisição;Saúde e Bem-Estar;HealthTech;B2B2C;ALORA;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;;Validação;Não Informado;Biotecnologia;BioTech;B2C;Alostérica Biotecnologia Ltda.;IECBIOT UFRGS
Metropolitana e Litoral Norte;Porto Alegre;https://alright.com.br/;Escala;Não Informado;Marketing e Publicidade;MarTech;B2B;Alright AdTech Company;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.altervision.com.br/;Crescimento;Não Informado;Comércio e Varejo;MarTech;B2B;Altervision;NÃO INFORMADO
Metropolitana e Litoral Norte;São Leopoldo;https://grupoalvodigital.com/;Escala;Não Informado;TI (Tecnologia da Informação);ITTech;B2B;ALVO DIGITAL;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://contatoambiotec.wixsite.com/ambiotec;Validação;Transação;Meio Ambiente e Sustentabilidade;GreenTech;B2B;Ambiotec - Meio Ambiente e Tecnologia;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;http://www.amparoapp.com.br;Validação;Serviços Baseados em Taxas;Saúde e Bem-Estar;HealthTech;B2B2C;Amparo App;TECNOPUC
Metropolitana e Litoral Norte;Cachoeirinha;https://analuparcerias.com/;Validação;Não Informado;Serviços;Outras;B2B;AnaLu;NÃO INFORMADO
Metropolitana e Litoral Norte;Gravataí;https://anexotecnologia.com.br/;Crescimento;Não Informado;Software e Cloud;ITTech;B2B;Anexo Tecnologia;SMICT GRAVATAÍ
Metropolitana e Litoral Norte;Porto Alegre;https://www.animadomapocket.com.br/;Validação;Transação;Marketing e Publicidade;MarTech;B2C;Anima Pocket;NÃO INFORMADO
Metropolitana e Litoral Norte;Sapiranga;https://apcinova.com.br/;Escala;Custo por Aquisição;TI (Tecnologia da Informação);RoboticsTech;B2B;APC INOVA;CRIATEC UNIJUÍ
Metropolitana e Litoral Norte;Porto Alegre;https://apoia.se/;Validação;Assinatura;Financeiro;FinTech;B2B e B2C;APOIA.se;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://appmax.com.br/;Não Informado;Transação;Financeiro;FinTech;B2B;APPMAX;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Porto Alegre;http://www.aprix.com.br;Não Informado;Não Informado;Software e Cloud;ITTech;B2B;APRIX INDUSTRY SOLUTIONS;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Porto Alegre;https://www.aquadrones.com.br;Validação;Outros;Sustentabilidade;SustenTech;B2B e B2C;AquaDrones;PLATAFORMA
Metropolitana e Litoral Norte;Porto Alegre;https://www.arboreabiotech.com/home;Validação;Não Informado;Biotecnologia;BioTech;B2B;Arborea Biotech Ltda.;IECBIOT UFRGS
Metropolitana e Litoral Norte;Porto Alegre;http://www.arbra.com.br/;Crescimento;Custo por Aquisição;Engenharia e Indústria Geral;IndTech;B2B;ARBRA;CEI UFRGS
Metropolitana e Litoral Norte;Porto Alegre;https://arcoresiduos.com.br/;Não Informado;Não Informado;Meio Ambiente e Sustentabilidade;EsgTech;B2B;ARCO - ACOES PARA RECICLAGEM E COMPOSTAGEM;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Canoas;https://www.linkedin.com/in/diegoborba-seg/;Ideação;Outros;Serviços;SecurityTech;B2B e B2G;Argos;PLATAFORMA
Metropolitana e Litoral Norte;Campo Bom;https://alramarketing.com.br/;Validação;Não Informado;Marketing e Publicidade;MarTech;B2C;Arla Marketing;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://arpacdrones.com.br/;Validação;Não Informado;Agronegócio;AgTech;B2B;Arpac;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://arquitetosvoluntarios.com.br/;Crescimento;Não Informado;Meio Ambiente e Sustentabilidade;Impacto Socioambiental;B2B;Arquitetos Voluntários;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;;Ideação;Assinatura;IA (Inteligência Artificial);HealthTech;B2B;Artpsy;STARTS-HCPA
Metropolitana e Litoral Norte;Porto Alegre;https://www.aschei.com.br/;Ideação;Não Informado;Meio Ambiente e Sustentabilidade;AgTech;B2G;Aschei Soluções Sustentáveis;NÃO INFORMADO
Metropolitana e Litoral Norte;Novo Hamburgo;https://www.astrobranding.com.br/;Validação;Não Informado;Marketing e Publicidade;MarTech;B2B;Astrobranding;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.atendo.com;Crescimento;SaaS;TI (Tecnologia da Informação);MarTech;B2B;Atendo;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://aulalivre.net/;Crescimento;Transação;Educação e Ensino;EdTech;B2B e B2C;Aulalivre;NÃO INFORMADO
Metropolitana e Litoral Norte;Nova Hartz;;Ideação;Pay-per-use;Eventos;EventsTech;Não Informado;Auratech;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://useaurea.com/;Crescimento;Não Informado;Marketing e Publicidade;SalesTech;B2B e B2C;Aurea Tecnologia;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.instagram.com/autfit.eco;Crescimento;E-commerce;Design;PetTech;B2B e B2C;Autfit;BASE ESPM
Metropolitana e Litoral Norte;Porto Alegre;http://espaco.autoridadefitness.com/google31/m/;Escala;Assinatura;Saúde e Bem-Estar;HealthTech;B2B e B2C;Autoridade Fitness;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://avantsolar.com.br/;Validação;Não Informado;Energia;EnergyTech;B2B;Avant Solar;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;http://observatorio.com.br/;Validação;Não Informado;Agronegócio;AgTech;B2B;AVELA PUBLIC AFFAIRS;NÃO INFORMADO
Metropolitana e Litoral Norte;São Leopoldo;https://www.aviwa.com.br/;Crescimento;Transação;Comércio e Varejo;Outras;B2B e B2C;AVIWA;TECNOSINOS
Metropolitana e Litoral Norte;Porto Alegre;https://www.avus.com.br/avus;Crescimento;Não Informado;Saúde e Bem-Estar;HealthTech;B2B e B2C;Avus;NÃO INFORMADO
Metropolitana e Litoral Norte;São Leopoldo;https://www.ayga.com.br/;Escala;Não Informado;IoT (Internet das Coisas);ITTech;B2B;AYGA;NÃO INFORMADO
Metropolitana e Litoral Norte;Campo Bom;https://www.azleads.com.br/;Crescimento;Assinatura;Serviços;MarTech;B2B;AZ.LEADS;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://azape.co/;Validação;Assinatura;Blockchain;ITTech;B2C;AZAPE;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Porto Alegre;https://azzi.digital/;Validação;Outros;Eventos;GovTech;B2B e B2G;AZZI;PLATAFORMA
Metropolitana e Litoral Norte;Porto Alegre;https://www.b2breservas.com.br/;Crescimento;Não Informado;Software e Cloud;TravelTech;B2B;B2B RESERV@S;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.babyclick.com.br/;Crescimento;Não Informado;Saúde e Bem-Estar;HealthTech;B2B;Baby Click;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;http://www.babyon.io/#/pregnant;Validação;Não Informado;Saúde e Bem-Estar;HealthTech;B2B;Baby On;NÃO INFORMADO
Metropolitana e Litoral Norte;Campo Bom;https://baedigital.com.br/;Validação;Não Informado;TI (Tecnologia da Informação);ITTech;B2C;Bae;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.bankbook.com.br/;Crescimento;Assinatura;Educação e Ensino;EdTech;B2B e B2C;BANKBOOK;CIDICA
Metropolitana e Litoral Norte;Porto Alegre;https://www.instagram.com/barriguinha.saudavel/;Validação;Não Informado;Alimentos e Bebidas;Foodtech;B2B;Barriguinha Saudável;ITACA UFRGS
Metropolitana e Litoral Norte;Porto Alegre;https://www.instagram.com/barumtech;Crescimento;Advertising;Consultorias e Treinamentos;AdTech;B2B e B2C;BarumTech;NÃO INFORMADO
Metropolitana e Litoral Norte;Cachoeirinha;https://www.instagram.com/baseagro_rs/;Crescimento;Assinatura;Agronegócio;HardTech;B2B e B2G;Base Agro Soluções com Drones;NÃO INFORMADO
Metropolitana e Litoral Norte;São Leopoldo;https://www.instagram.com/basic.femtech;Ideação;Não Informado;Serviços;Não Informado;B2B;Basic;LAB FECOMÉRCIO-RS
Metropolitana e Litoral Norte;Porto Alegre;https://www.bazk.com/pt/home;Crescimento;Não Informado;Software e Cloud;FinTech;B2B2C;Bazk;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://be220.com/;Não Informado;Não Informado;Software e Cloud;ITTech;B2B;BE220;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Porto Alegre;https://beasybox.com/;Validação;SaaS;TI (Tecnologia da Informação);ITTech;B2B;Beasybox;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://jinn.com.br/project/beefree-app/;Validação;Não Informado;Saúde e Bem-Estar;BeautyTech;B2B e B2C;BEE FREE APP;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://beetouch.com.br/;Escala;Não Informado;Saúde e Bem-Estar;HealthTech;B2B2C;Bee Touch;NÃO INFORMADO
Metropolitana e Litoral Norte;São Leopoldo;https://www.beeflow.io/;Escala;SaaS;Bigdata;ITTech;B2B;BEEFLOW;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Porto Alegre;https://www.beeit.com.br/;Validação;Não Informado;TI (Tecnologia da Informação);HealthTech;B2C;beeIT;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://beemob.app/;Crescimento;Marketplace;Software e Cloud;PropTech;B2B;Beemob;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://befer.eco.br/;Validação;Não Informado;Biotecnologia;BioTech;B2B;Befer Agroindustrial e Comercial Ltda.;IECBIOT UFRGS
Metropolitana e Litoral Norte;Porto Alegre;https://www.bemnavenda.com.br/;Crescimento;Outros;Outros;Outras;B2B;Bem na Venda;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://bemp.com.br/;Não Informado;Assinatura;Saúde e Bem-Estar;BeautyTech;B2B;BEMP;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Campo Bom;https://www.bertic.com;Validação;SaaS;Indústria 4.0;IndTech;B2B;Bertic;NÃO INFORMADO
Metropolitana e Litoral Norte;Gravataí;https://bestlink.app/;Escala;E-commerce;Comércio e Varejo;RetailTech;B2B;BESTLINK;PRADOTECH
Metropolitana e Litoral Norte;Porto Alegre;https://www.beyond.dm/;Crescimento;Não Informado;IoT (Internet das Coisas);ITTech;B2B e B2C;Beyond Domotics;NÃO INFORMADO
Metropolitana e Litoral Norte;Dois Irmãos;https://clube.bibliotecacatolica.com.br/;Validação;Assinatura;Comércio e Varejo;EdTech;B2B;Biblioteca Católica;NÃO INFORMADO
Metropolitana e Litoral Norte;Novo Hamburgo;https://www.bioativado.com.br/;Crescimento;Não Informado;Meio Ambiente e Sustentabilidade;GreenTech;B2B;Bio Ativado Solucoes Ambientais;NÃO INFORMADO
Metropolitana e Litoral Norte;Novo Hamburgo;https://www.bioativado.com.br/;Escala;Outros;Meio Ambiente e Sustentabilidade;CleanTech;B2B;BIO ATIVADO SOLUCOES EM EFLUENTES;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.instagram.com/bioaddera;Crescimento;E-commerce;Biotecnologia;BioTech;B2B;Bioaddera;ITACA UFRGS
Metropolitana e Litoral Norte;Porto Alegre;https://bioaiq.com/;Ideação;Assinatura;Biotecnologia;BioTech;B2B e B2C;BioAIQ;PLATAFORMA
Metropolitana e Litoral Norte;Porto Alegre;http://www.bioinagro.com.br/;Validação;Custo por Aquisição;Agronegócio;AgTech;B2B;Bioin;VENTIUR
Metropolitana e Litoral Norte;Porto Alegre;https://www.bioplix.com.br/;Validação;Não Informado;Biotecnologia;BioTech;B2B;Bioplix PD&I - Soluções em Transformação Ltda.;IECBIOT UFRGS
Metropolitana e Litoral Norte;São Leopoldo;https://www.biosens.tech/;Validação;Assinatura;Saúde e Bem-Estar;HealthTech;B2B;BioSens;TECNOSINOS
Metropolitana e Litoral Norte;Esteio;https://bioseta.com.br/;Escala;Não Informado;Consultorias e Treinamentos;GreenTech;B2B e B2C;BIOSETA SAUDE AMBIENTAL;NÃO INFORMADO
Metropolitana e Litoral Norte;São Sebastião do Caí;https://www.biosysambiental.com.br/;Escala;Não Informado;Meio Ambiente e Sustentabilidade;GreenTech;B2B;BIOSYS GERENCIAMENTO DE RESÍDUOS;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://biscoint.io/;Crescimento;Não Informado;Financeiro;FinTech;B2B e B2C;Biscoint.io;NÃO INFORMADO
Metropolitana e Litoral Norte;Canoas;https://www.blaxp.com/;Crescimento;Assinatura;Impacto Socioambiental;EdTech;B2B2C;Blaxp;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://blixtecnologia.com.br/;Validação;Assinatura;TI (Tecnologia da Informação);ITTech;B2B;Blix;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;http://www.bmodal.com.br/;Crescimento;Outros;Serviços;Tech Consultancies;B2B;Bmodal Innovative;TECNOPUC
Metropolitana e Litoral Norte;São Leopoldo;https://www.boreo.com.br/;Crescimento;Não Informado;Software e Cloud;ConstruTech;B2B;BOREO;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://brainex.com.br/;Validação;Não Informado;Marketing e Publicidade;MarTech;B2B;Brainex;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.instagram.com/brew.in.box/;Crescimento;Não Informado;Engenharia e Indústria Geral;IndTech;B2B;BrewInBox;NÃO INFORMADO
Metropolitana e Litoral Norte;Canoas;https://www.clubedobroto.com.br/;Crescimento;Não Informado;Agronegócio;AgTech;B2B e B2C;Broto Club;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.bulzai.com.br/;Ideação;Assinatura;IA (Inteligência Artificial);GovTech;B2B e B2G;Bulzai;TECNOPUC
Metropolitana e Litoral Norte;Gravataí;https://bykeller.com/;Validação;Outros;Consultorias e Treinamentos;IndTech;B2B;By Keller;SMICT GRAVATAÍ
Metropolitana e Litoral Norte;Porto Alegre;https://www.bycrop.com.br/;Validação;Não Informado;IA (Inteligência Artificial);AgTech;B2B;ByCrop;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.byjobs.com.br/;Validação;Economia Compartilhada;Serviços;ImobTech;B2B2C;ByJobs;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://c3conciliar.com/;Crescimento;Não Informado;Financeiro;RegTech;B2B e B2C;C3 Conciliar;NÃO INFORMADO
Metropolitana e Litoral Norte;Gravataí;https://cadastrapet.vercel.app/links;Validação;Outros;Saúde e Bem-Estar;PetTech;B2B e B2C;Cadastrapet;SMICT GRAVATAÍ
Metropolitana e Litoral Norte;Torres;https://cademeufeedback.com.br/;Crescimento;Não Informado;RH e Coaching;HRTech;B2B;CADE MEU FEEDBACK;NÃO INFORMADO
Metropolitana e Litoral Norte;Santo Antônio da Patrulha;https://www.cailun.com.br/;Crescimento;Não Informado;IA (Inteligência Artificial);ITTech;B2B;Cailun;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.cange.me/;Crescimento;SaaS;Produtividade;ITTech;B2B e B2G;Cange;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://caprate.com.br/;Crescimento;Crowdfunding;Software e Cloud;FinTech;P2P;Cap Rate;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://capittalx.com/;Crescimento;Não Informado;Financeiro;FinTech;B2C;Capittalx;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://cardiobreath.com/;Ideação;Não Informado;Software e Cloud;HealthTech;B2B2C;CardioBreath Respiração & Saúde;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://careintelligence.ai/;Não Informado;Não Informado;Analytics;HealthTech;B2B;CARE INTELLIGENCE;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Porto Alegre;https://www.cargobank.digital/;Escala;Transação;Financeiro;FinTech;Não Informado;CargoBank;VENTIUR
Metropolitana e Litoral Norte;Porto Alegre;https://www.carimbado.com/;Escala;SaaS;Jurídico;LegalTech;B2B e B2G;Carimbado;SMICT GRAVATAÍ
Metropolitana e Litoral Norte;Porto Alegre;https://www.instagram.com/catalina.com.br/;Validação;E-commerce;Eventos;Outras;B2C;Catalina;BASE ESPM
Metropolitana e Litoral Norte;Porto Alegre;https://cedrogrande.com/;Validação;Outros;Meio Ambiente e Sustentabilidade;Climate Tech;B2B;Cedro Grande;BASE ESPM
Metropolitana e Litoral Norte;Porto Alegre;http://www.cellva.com/;Não Informado;Não Informado;Meio Ambiente e Sustentabilidade;GreenTech;B2B;CELLVA INGREDIENTS LTDA;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Porto Alegre;https://centraldoboi.com/;Validação;Não Informado;Agronegócio;AgTech;B2B2C;Central do Boi;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.cenun.com.br/;Validação;SaaS;Entretenimento, Jogos e Gamificação;EdTech;B2B e B2G;Cenun.Corp;PLATAFORMA
Metropolitana e Litoral Norte;Porto Alegre;https://www.ceudememorias.com.br/;Crescimento;Outros;Outros;Outras;B2B2C;Céu de Memórias;PLATAFORMA
Metropolitana e Litoral Norte;Gravataí;https://chartpay.com.br;Validação;Não Informado;Financeiro;FinTech;B2B;CHARTPAY;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://choppfacil.com.br/;Crescimento;Marketplace;Eventos;Foodtech;B2B2C;Chopp Fácil;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://ciinspire.com.br/;Validação;Não Informado;Estética e Beleza;BeautyTech;B2B;Ci Inspire e Captalent;NÃO INFORMADO
Metropolitana e Litoral Norte;Gravataí;https://ciclo.eco/;Crescimento;Assinatura;Logística;GreenTech;B2B e B2C;Ciclo Gestão de Resíduos;SMICT GRAVATAÍ
Metropolitana e Litoral Norte;Porto Alegre;https://www.cingulo.com/para-voce/;Escala;Assinatura;Saúde e Bem-Estar;HealthTech;B2B e B2C;Cíngulo;VIBEE UNIMED
